id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_tested,color_response,figure_response,figure_score,position_target,sound_target,sound_tested,sound_score,position_tested,position_response,position_score,color_tested,color_target,figure_target,simulate,occupation,color_score,sound_response,timestamp
chihuahua,female,24,training_transfer,pretest,pc2,2,2,46,1,blue,circle,,0,0,,,1,,0,,1,0,0,1,0,,no,Studerende,1,,1554899961168
chihuahua,female,24,training_transfer,pretest,pc2,2,2,47,6,green,circle,,0,0,,,0,,0,,1,0,1,1,0,,no,Studerende,1,,1554899963751
chihuahua,female,24,training_transfer,pretest,pc2,2,2,48,3,dimgray,circle,,0,1,,,0,,0,,1,0,1,1,0,,no,Studerende,0,,1554899966337
chihuahua,female,24,training_transfer,pretest,pc2,2,2,49,3,white,circle,,0,0,,,0,,0,,1,1,0,1,0,,no,Studerende,1,,1554899968932
chihuahua,female,24,training_transfer,pretest,pc2,2,2,50,7,dimgray,circle,,0,1,,,0,,0,,1,0,1,1,1,,no,Studerende,1,,1554899971512
chihuahua,female,24,training_transfer,pretest,pc2,2,2,51,3,blue,circle,,0,0,,,1,,0,,1,0,0,1,0,,no,Studerende,1,,1554899974084
chihuahua,female,24,training_transfer,pretest,pc2,2,2,52,2,dimgray,circle,,0,1,,,0,,0,,1,0,1,1,1,,no,Studerende,1,,1554899976690
chihuahua,female,24,training_transfer,pretest,pc2,2,2,53,3,blue,circle,,0,1,,,1,,0,,1,0,0,1,1,,no,Studerende,1,,1554899979289
chihuahua,female,24,training_transfer,pretest,pc2,2,2,54,0,darkorange,circle,,0,0,,,0,,0,,1,0,1,1,0,,no,Studerende,1,,1554899981865
chihuahua,female,24,training_transfer,pretest,pc2,2,2,55,0,green,circle,,0,0,,,0,,0,,1,1,0,1,0,,no,Studerende,1,,1554899984456
chihuahua,female,24,training_transfer,pretest,pc2,2,2,56,5,darkorange,circle,,0,0,,,0,,0,,1,0,1,1,1,,no,Studerende,0,,1554899987035
chihuahua,female,24,training_transfer,pretest,pc2,2,2,57,0,white,circle,,0,0,,,1,,0,,1,0,0,1,0,,no,Studerende,1,,1554899989604
chihuahua,female,24,training_transfer,pretest,pc2,2,2,58,7,green,circle,,0,0,,,0,,0,,1,0,1,1,0,,no,Studerende,1,,1554899992188
chihuahua,female,24,training_transfer,pretest,pc2,2,2,59,2,darkorange,circle,,0,0,,,0,,0,,1,0,1,1,0,,no,Studerende,1,,1554899994771
chihuahua,female,24,training_transfer,pretest,pc2,2,2,60,5,blue,circle,,0,0,,,0,,0,,1,0,1,1,0,,no,Studerende,1,,1554899997354
chihuahua,female,24,training_transfer,pretest,pc2,2,2,61,4,darkorange,circle,,0,1,,,0,,0,,1,0,1,1,1,,no,Studerende,1,,1554899999946
chihuahua,female,24,training_transfer,pretest,pc2,2,2,62,1,dimgray,circle,,0,0,,,0,,0,,1,0,1,1,0,,no,Studerende,1,,1554900002521
chihuahua,female,24,training_transfer,pretest,fc2,2,2,1,4,dimgray,square,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900023640
chihuahua,female,24,training_transfer,pretest,fc2,2,2,2,4,dimgray,star,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900026223
chihuahua,female,24,training_transfer,pretest,fc2,2,2,3,4,green,star,,1,1,0,1,,,0,,0,,,1,0,0,no,Studerende,0,,1554900028824
chihuahua,female,24,training_transfer,pretest,fc2,2,2,4,4,yellow,circle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900031407
chihuahua,female,24,training_transfer,pretest,fc2,2,2,5,4,yellow,square,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900033976
chihuahua,female,24,training_transfer,pretest,fc2,2,2,6,4,yellow,circle,,1,1,0,0,,,0,,0,,,1,1,1,no,Studerende,1,,1554900036565
chihuahua,female,24,training_transfer,pretest,fc2,2,2,7,4,red,star,,1,1,0,1,,,0,,0,,,1,0,0,no,Studerende,0,,1554900039162
chihuahua,female,24,training_transfer,pretest,fc2,2,2,8,4,yellow,triangle,,1,0,0,1,,,0,,0,,,1,1,0,no,Studerende,0,,1554900041726
chihuahua,female,24,training_transfer,pretest,fc2,2,2,9,4,green,square,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900044306
chihuahua,female,24,training_transfer,pretest,fc2,2,2,10,4,white,square,,1,0,1,0,,,0,,0,,,1,0,0,no,Studerende,1,,1554900046896
chihuahua,female,24,training_transfer,pretest,fc2,2,2,11,4,blue,square,,1,0,1,1,,,0,,0,,,1,0,1,no,Studerende,1,,1554900049493
chihuahua,female,24,training_transfer,pretest,fc2,2,2,12,4,dimgray,triangle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900052077
chihuahua,female,24,training_transfer,pretest,fc2,2,2,13,4,red,square,,1,0,0,0,,,0,,0,,,1,0,1,no,Studerende,1,,1554900054660
chihuahua,female,24,training_transfer,pretest,fc2,2,2,14,4,blue,star,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900057243
chihuahua,female,24,training_transfer,pretest,fc2,2,2,15,4,yellow,circle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900059812
chihuahua,female,24,training_transfer,pretest,fc2,2,2,16,4,white,triangle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900062396
chihuahua,female,24,training_transfer,pretest,fc2,2,2,17,4,yellow,triangle,,1,0,1,0,,,0,,0,,,1,1,0,no,Studerende,0,,1554900064996
chihuahua,female,24,training_transfer,pretest,fc2,2,2,18,4,red,star,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900067562
chihuahua,female,24,training_transfer,pretest,fc2,2,2,19,4,yellow,square,,1,0,0,1,,,0,,0,,,1,1,0,no,Studerende,0,,1554900070146
chihuahua,female,24,training_transfer,pretest,fc2,2,2,20,4,green,circle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900072729
chihuahua,female,24,training_transfer,pretest,fc2,2,2,21,4,yellow,star,,1,1,0,1,,,0,,0,,,1,1,0,no,Studerende,1,,1554900075330
chihuahua,female,24,training_transfer,pretest,fc2,2,2,22,4,dimgray,square,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900077913
chihuahua,female,24,training_transfer,pretest,fc2,2,2,23,4,blue,circle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900080496
chihuahua,female,24,training_transfer,pretest,fc2,2,2,24,4,green,circle,,1,0,1,0,,,0,,0,,,1,0,0,no,Studerende,1,,1554900083081
chihuahua,female,24,training_transfer,pretest,fc2,2,2,25,4,darkorange,circle,,1,0,1,1,,,0,,0,,,1,0,1,no,Studerende,1,,1554900085685
chihuahua,female,24,training_transfer,pretest,fc2,2,2,26,4,green,square,,1,0,0,1,,,0,,0,,,1,1,0,no,Studerende,0,,1554900088264
chihuahua,female,24,training_transfer,pretest,fc2,2,2,27,4,green,circle,,1,1,0,0,,,0,,0,,,1,0,1,no,Studerende,0,,1554900090870
chihuahua,female,24,training_transfer,pretest,fc2,2,2,28,4,white,square,,1,0,0,0,,,0,,0,,,1,0,1,no,Studerende,1,,1554900093448
chihuahua,female,24,training_transfer,pretest,fc2,2,2,29,4,dimgray,square,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900096031
chihuahua,female,24,training_transfer,pretest,fc2,2,2,30,4,green,triangle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900098614
chihuahua,female,24,training_transfer,pretest,fc2,2,2,31,4,green,triangle,,1,1,0,1,,,0,,0,,,1,0,0,no,Studerende,0,,1554900101218
chihuahua,female,24,training_transfer,pretest,fc2,2,2,32,4,darkorange,triangle,,1,0,1,1,,,0,,0,,,1,0,1,no,Studerende,1,,1554900103810
chihuahua,female,24,training_transfer,pretest,fc2,2,2,33,4,yellow,triangle,,1,0,1,1,,,0,,0,,,1,0,1,no,Studerende,1,,1554900106390
chihuahua,female,24,training_transfer,pretest,fc2,2,2,34,4,darkorange,star,,1,0,0,1,,,0,,0,,,1,1,0,no,Studerende,0,,1554900108968
chihuahua,female,24,training_transfer,pretest,fc2,2,2,35,4,green,star,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900111551
chihuahua,female,24,training_transfer,pretest,fc2,2,2,36,4,darkorange,circle,,1,1,0,1,,,0,,0,,,1,1,0,no,Studerende,1,,1554900114155
chihuahua,female,24,training_transfer,pretest,fc2,2,2,37,4,green,star,,1,0,0,0,,,0,,0,,,1,1,1,no,Studerende,0,,1554900116733
chihuahua,female,24,training_transfer,pretest,fc2,2,2,38,4,white,triangle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900119301
chihuahua,female,24,training_transfer,pretest,fc2,2,2,39,4,dimgray,circle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900121883
chihuahua,female,24,training_transfer,pretest,fc2,2,2,40,4,dimgray,circle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900124468
chihuahua,female,24,training_transfer,pretest,fc2,2,2,41,4,dimgray,square,,1,1,0,1,,,0,,0,,,1,1,0,no,Studerende,1,,1554900127059
chihuahua,female,24,training_transfer,pretest,fc2,2,2,42,4,dimgray,circle,,1,1,1,1,,,0,,0,,,1,1,1,no,Studerende,1,,1554900129680
chihuahua,female,24,training_transfer,pretest,fc2,2,2,43,4,green,circle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900132253
chihuahua,female,24,training_transfer,pretest,fc2,2,2,44,4,darkorange,square,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900134836
chihuahua,female,24,training_transfer,pretest,fc2,2,2,45,4,dimgray,square,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900137419
chihuahua,female,24,training_transfer,pretest,fc2,2,2,46,4,green,star,,1,1,0,1,,,0,,0,,,1,0,0,no,Studerende,0,,1554900140023
chihuahua,female,24,training_transfer,pretest,fc2,2,2,47,4,yellow,circle,,1,0,1,0,,,0,,0,,,1,0,0,no,Studerende,1,,1554900142621
chihuahua,female,24,training_transfer,pretest,fc2,2,2,48,4,yellow,triangle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900145204
chihuahua,female,24,training_transfer,pretest,fc2,2,2,49,4,white,circle,,1,0,0,0,,,0,,0,,,1,0,1,no,Studerende,1,,1554900147788
chihuahua,female,24,training_transfer,pretest,fc2,2,2,50,4,green,circle,,1,0,1,0,,,0,,0,,,1,0,0,no,Studerende,1,,1554900150371
chihuahua,female,24,training_transfer,pretest,fc2,2,2,51,4,blue,triangle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900152953
chihuahua,female,24,training_transfer,pretest,fc2,2,2,52,4,darkorange,circle,,1,0,0,0,,,0,,0,,,1,0,1,no,Studerende,1,,1554900155523
chihuahua,female,24,training_transfer,pretest,fc2,2,2,53,4,white,triangle,,1,0,0,0,,,0,,0,,,1,0,1,no,Studerende,1,,1554900158106
chihuahua,female,24,training_transfer,pretest,fc2,2,2,54,4,darkorange,triangle,,1,0,0,1,,,0,,0,,,1,1,0,no,Studerende,0,,1554900160672
chihuahua,female,24,training_transfer,pretest,fc2,2,2,55,4,darkorange,triangle,,1,0,0,0,,,0,,0,,,1,0,1,no,Studerende,1,,1554900163256
chihuahua,female,24,training_transfer,pretest,fc2,2,2,56,4,dimgray,circle,,1,1,0,1,,,0,,0,,,1,0,0,no,Studerende,0,,1554900165856
chihuahua,female,24,training_transfer,pretest,fc2,2,2,57,4,white,star,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900168439
chihuahua,female,24,training_transfer,pretest,fc2,2,2,58,4,dimgray,star,,1,0,0,1,,,0,,0,,,1,1,0,no,Studerende,0,,1554900171006
chihuahua,female,24,training_transfer,pretest,fc2,2,2,59,4,white,triangle,,1,1,0,1,,,0,,0,,,1,1,0,no,Studerende,1,,1554900173612
chihuahua,female,24,training_transfer,pretest,fc2,2,2,60,4,white,star,,1,0,0,0,,,0,,0,,,1,0,1,no,Studerende,1,,1554900176189
chihuahua,female,24,training_transfer,pretest,fc2,2,2,61,4,white,star,,1,0,0,1,,,0,,0,,,1,1,0,no,Studerende,0,,1554900178773
chihuahua,female,24,training_transfer,pretest,fc2,2,2,62,4,red,triangle,,1,0,0,1,,,0,,0,,,1,0,0,no,Studerende,1,,1554900181359
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,1,7,blue,circle,sounds/B.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900195425
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,2,7,dimgray,circle,sounds/P.wav,0,1,,,1,1,0,0,1,0,0,1,0,,no,Studerende,0,1,1554900199056
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,3,7,white,circle,sounds/T.wav,0,0,,,1,1,0,1,1,1,1,1,0,,no,Studerende,1,0,1554900202652
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,4,2,darkorange,circle,sounds/E.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900206243
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,5,8,blue,circle,sounds/C.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900209844
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,6,4,blue,circle,sounds/C.wav,0,1,,,0,1,1,0,1,0,1,1,1,,no,Studerende,1,0,1554900213462
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,7,7,yellow,circle,sounds/V.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900217061
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,8,3,yellow,circle,sounds/G.wav,0,1,,,0,1,0,1,1,0,1,1,1,,no,Studerende,1,0,1554900220680
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,9,2,green,circle,sounds/B.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900224280
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,10,8,green,circle,sounds/P.wav,0,1,,,0,1,0,1,1,0,1,1,1,,no,Studerende,1,0,1554900227896
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,11,5,yellow,circle,sounds/B.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900231496
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,12,4,yellow,circle,sounds/T.wav,0,1,,,0,1,0,1,1,0,1,1,1,,no,Studerende,1,0,1554900235112
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,13,6,white,circle,sounds/E.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900238714
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,14,7,yellow,circle,sounds/G.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900242314
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,15,7,darkorange,circle,sounds/G.wav,0,0,,,1,1,1,1,1,1,1,1,0,,no,Studerende,1,1,1554900245947
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,16,0,white,circle,sounds/E.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900249547
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,17,5,red,circle,sounds/E.wav,0,0,,,0,1,1,1,1,0,1,1,0,,no,Studerende,1,1,1554900253169
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,18,0,green,circle,sounds/D.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900256766
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,19,0,darkorange,circle,sounds/C.wav,0,0,,,1,1,0,1,1,1,1,1,0,,no,Studerende,1,0,1554900260359
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,20,1,dimgray,circle,sounds/C.wav,0,0,,,0,1,1,1,1,0,1,1,0,,no,Studerende,1,1,1554900263958
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,21,6,dimgray,circle,sounds/T.wav,0,0,,,0,1,0,1,1,0,1,1,1,,no,Studerende,0,0,1554900267549
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,22,1,blue,circle,sounds/P.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900271148
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,23,6,white,circle,sounds/V.wav,0,0,,,0,1,0,1,1,1,0,1,0,,no,Studerende,1,0,1554900274758
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,24,0,white,circle,sounds/C.wav,0,1,,,0,1,0,1,1,0,1,1,1,,no,Studerende,1,0,1554900278373
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,25,0,white,circle,sounds/C.wav,0,1,,,1,1,1,1,1,1,1,1,1,,no,Studerende,1,1,1554900281998
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,26,0,yellow,circle,sounds/D.wav,0,0,,,1,1,0,1,1,1,1,1,0,,no,Studerende,1,0,1554900285606
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,27,4,yellow,circle,sounds/V.wav,0,0,,,0,1,0,1,1,0,1,1,1,,no,Studerende,0,0,1554900289202
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,28,4,red,circle,sounds/C.wav,0,0,,,1,1,0,1,1,1,1,1,0,,no,Studerende,1,0,1554900292808
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,29,4,dimgray,circle,sounds/E.wav,0,0,,,1,1,0,1,1,1,1,1,0,,no,Studerende,1,0,1554900296412
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,30,6,green,circle,sounds/G.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900300003
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,31,3,white,circle,sounds/G.wav,0,0,,,0,1,1,1,1,0,1,1,0,,no,Studerende,1,1,1554900303605
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,32,0,green,circle,sounds/C.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900307204
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,33,0,dimgray,circle,sounds/C.wav,0,0,,,1,1,1,1,1,1,1,1,0,,no,Studerende,1,1,1554900310818
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,34,3,blue,circle,sounds/D.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900314406
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,35,0,red,circle,sounds/C.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900318005
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,36,7,dimgray,circle,sounds/C.wav,0,0,,,0,1,1,1,1,0,1,1,0,,no,Studerende,1,1,1554900321627
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,37,1,dimgray,circle,sounds/C.wav,0,1,,,0,1,1,1,1,0,1,1,1,,no,Studerende,1,1,1554900325264
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,38,5,blue,circle,sounds/T.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900328858
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,39,0,green,circle,sounds/T.wav,0,0,,,0,1,1,1,1,0,1,1,0,,no,Studerende,1,1,1554900332466
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,40,6,green,circle,sounds/T.wav,0,0,,,0,1,1,1,1,0,1,1,1,,no,Studerende,0,1,1554900336065
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,41,5,green,circle,sounds/D.wav,0,1,,,0,1,0,1,1,0,1,1,1,,no,Studerende,1,0,1554900339667
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,42,3,dimgray,circle,sounds/C.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900343258
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,43,4,dimgray,circle,sounds/T.wav,0,1,,,0,1,0,1,1,0,1,1,1,,no,Studerende,1,0,1554900346871
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,44,4,yellow,circle,sounds/P.wav,0,0,,,1,1,0,1,1,1,1,1,0,,no,Studerende,1,0,1554900350480
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,45,6,green,circle,sounds/G.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900354076
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,46,6,green,circle,sounds/G.wav,0,1,,,1,1,1,1,1,1,1,1,1,,no,Studerende,1,1,1554900357722
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,47,8,blue,circle,sounds/B.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900361309
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,48,6,white,circle,sounds/P.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900364894
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,49,7,darkorange,circle,sounds/P.wav,0,0,,,0,1,1,1,1,0,1,1,0,,no,Studerende,1,1,1554900368502
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,50,1,red,circle,sounds/V.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900372092
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,51,1,green,circle,sounds/P.wav,0,0,,,1,1,0,1,1,1,1,1,0,,no,Studerende,1,0,1554900375689
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,52,0,blue,circle,sounds/E.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900379276
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,53,6,darkorange,circle,sounds/C.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900382864
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,54,7,green,circle,sounds/V.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900386463
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,55,8,yellow,circle,sounds/T.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900390062
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,56,8,green,circle,sounds/T.wav,0,0,,,1,1,1,1,1,1,1,1,0,,no,Studerende,1,1,1554900393673
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,57,5,yellow,circle,sounds/C.wav,0,0,,,0,1,0,1,1,0,1,1,0,,no,Studerende,1,0,1554900397264
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,58,1,yellow,circle,sounds/G.wav,0,1,,,0,1,0,1,1,0,1,1,1,,no,Studerende,1,0,1554900400863
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,59,1,red,circle,sounds/P.wav,0,0,,,1,1,0,1,1,1,1,1,0,,no,Studerende,1,0,1554900404474
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,60,2,red,circle,sounds/P.wav,0,1,,,0,1,1,1,1,0,1,1,1,,no,Studerende,1,1,1554900408105
chihuahua,female,24,training_transfer,pretest,pcs1,3,1,61,2,green,circle,sounds/G.wav,0,0,,,1,1,0,1,1,1,1,1,0,,no,Studerende,1,0,1554900411707
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,1,4,red,square,sounds/G.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900435703
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,2,4,red,star,sounds/C.wav,1,1,0,1,,1,0,1,0,,,1,1,0,no,Studerende,1,0,1554900439308
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,3,4,white,star,sounds/V.wav,1,0,1,1,,1,0,1,0,,,1,0,1,no,Studerende,1,0,1554900442924
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,4,4,yellow,star,sounds/C.wav,1,0,1,1,,1,0,0,0,,,1,0,1,no,Studerende,1,1,1554900446561
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,5,4,dimgray,triangle,sounds/C.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900450161
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,6,4,darkorange,star,sounds/C.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900453771
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,7,4,red,star,sounds/E.wav,1,0,0,0,,1,0,1,0,,,1,0,1,no,Studerende,1,0,1554900457371
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,8,4,blue,star,sounds/B.wav,1,0,1,1,,1,0,1,0,,,1,0,1,no,Studerende,1,0,1554900460981
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,9,4,darkorange,circle,sounds/T.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900464572
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,10,4,darkorange,star,sounds/P.wav,1,1,1,0,,1,0,1,0,,,1,1,0,no,Studerende,1,0,1554900468192
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,11,4,green,circle,sounds/B.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900471788
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,12,4,red,square,sounds/C.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900475390
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,13,4,dimgray,circle,sounds/B.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900478989
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,14,4,dimgray,star,sounds/D.wav,1,1,0,1,,1,0,1,0,,,1,1,0,no,Studerende,1,0,1554900482603
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,15,4,red,triangle,sounds/T.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900486190
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,16,4,red,circle,sounds/C.wav,1,1,0,1,,1,0,1,0,,,1,1,0,no,Studerende,1,0,1554900489810
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,17,4,red,square,sounds/P.wav,1,1,0,1,,1,0,1,0,,,1,1,0,no,Studerende,1,0,1554900493418
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,18,4,dimgray,circle,sounds/E.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900497009
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,19,4,dimgray,square,sounds/D.wav,1,1,0,1,,1,0,1,0,,,1,1,0,no,Studerende,1,0,1554900500617
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,20,4,dimgray,star,sounds/V.wav,1,1,0,1,,1,0,1,0,,,1,1,0,no,Studerende,1,0,1554900504219
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,21,4,green,triangle,sounds/C.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900507809
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,22,4,blue,triangle,sounds/V.wav,1,0,0,0,,1,0,1,0,,,1,0,1,no,Studerende,1,0,1554900511411
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,23,4,yellow,circle,sounds/C.wav,1,0,0,1,,1,0,1,0,,,1,0,0,no,Studerende,1,0,1554900514993
chihuahua,female,24,training_transfer,pretest,fcs1,3,1,24,4,darkorange,triangle,sounds/C.wav,1,0,0,1,,1,1,1,0,,,1,0,0,no,Studerende,1,1,1554900518604
