id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,occupation,figure_target,figure_tested,sound_tested,position_target,color_target,position_tested,simulate,sound_response,timestamp,color_response,sound_target,position_score,sound_score,color_score,color_tested,position_response,figure_score,figure_response
and,female,18,training_transfer,pretest,pc2,2,2,56,7,dimgray,circle,,Studerende,,0,0,0,1,1,no,,1555317124378,0,,1,,0,1,0,,
and,female,18,training_transfer,pretest,pc2,2,2,57,2,blue,circle,,Studerende,,0,0,0,0,1,no,,1555317126962,0,,1,,1,1,0,,
and,female,18,training_transfer,pretest,pc2,2,2,58,7,green,circle,,Studerende,,0,0,1,0,1,no,,1555317129557,0,,1,,1,1,1,,
and,female,18,training_transfer,pretest,pc2,2,2,59,8,red,circle,,Studerende,,0,0,0,0,1,no,,1555317132129,0,,1,,1,1,0,,
and,female,18,training_transfer,pretest,pc2,2,2,60,1,red,circle,,Studerende,,0,0,0,0,1,no,,1555317134698,0,,1,,1,1,0,,
and,female,18,training_transfer,pretest,pc2,2,2,61,6,green,circle,,Studerende,,0,0,0,0,1,no,,1555317137281,0,,1,,1,1,0,,
and,female,18,training_transfer,pretest,pc2,2,2,62,1,darkorange,circle,,Studerende,,0,0,1,0,1,no,,1555317139868,0,,1,,1,1,1,,
and,female,18,training_transfer,pretest,fc2,2,2,1,4,dimgray,square,,Studerende,0,1,0,,0,0,no,,1555317156534,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,2,4,darkorange,square,,Studerende,0,1,0,,0,0,no,,1555317159100,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,3,4,red,circle,,Studerende,0,1,0,,0,0,no,,1555317161666,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,4,4,white,star,,Studerende,0,1,0,,0,0,no,,1555317164249,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,5,4,blue,square,,Studerende,0,1,0,,0,0,no,,1555317166832,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,6,4,blue,square,,Studerende,0,1,0,,0,0,no,,1555317169401,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,7,4,green,circle,,Studerende,0,1,0,,0,0,no,,1555317172005,0,,,,1,1,,0,1
and,female,18,training_transfer,pretest,fc2,2,2,8,4,blue,circle,,Studerende,0,1,0,,1,0,no,,1555317174585,0,,,,0,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,9,4,green,square,,Studerende,0,1,0,,1,0,no,,1555317177189,0,,,,0,1,,0,1
and,female,18,training_transfer,pretest,fc2,2,2,10,4,green,star,,Studerende,0,1,0,,0,0,no,,1555317179769,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,11,4,green,star,,Studerende,0,1,0,,1,0,no,,1555317182353,0,,,,0,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,12,4,white,square,,Studerende,0,1,0,,0,0,no,,1555317184936,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,13,4,white,triangle,,Studerende,0,1,0,,0,0,no,,1555317187519,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,14,4,darkorange,star,,Studerende,0,1,0,,0,0,no,,1555317190103,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,15,4,white,circle,,Studerende,0,1,0,,1,0,no,,1555317192698,1,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,16,4,green,square,,Studerende,0,1,0,,0,0,no,,1555317195269,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,17,4,white,triangle,,Studerende,0,1,0,,1,0,no,,1555317197835,0,,,,0,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,18,4,blue,square,,Studerende,1,1,0,,0,0,no,,1555317200433,0,,,,1,1,,1,1
and,female,18,training_transfer,pretest,fc2,2,2,19,4,red,triangle,,Studerende,1,1,0,,0,0,no,,1555317203005,0,,,,1,1,,0,0
and,female,18,training_transfer,pretest,fc2,2,2,20,4,blue,star,,Studerende,0,1,0,,1,0,no,,1555317205588,0,,,,0,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,21,4,yellow,triangle,,Studerende,1,1,0,,0,0,no,,1555317208172,0,,,,1,1,,0,0
and,female,18,training_transfer,pretest,fc2,2,2,22,4,green,square,,Studerende,0,1,0,,0,0,no,,1555317210738,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,23,4,yellow,triangle,,Studerende,1,1,0,,1,0,no,,1555317213336,1,,,,1,1,,0,0
and,female,18,training_transfer,pretest,fc2,2,2,24,4,darkorange,triangle,,Studerende,0,1,0,,0,0,no,,1555317215922,0,,,,1,1,,0,1
and,female,18,training_transfer,pretest,fc2,2,2,25,4,red,circle,,Studerende,0,1,0,,0,0,no,,1555317218508,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,26,4,darkorange,triangle,,Studerende,1,1,0,,1,0,no,,1555317221091,0,,,,0,1,,0,0
and,female,18,training_transfer,pretest,fc2,2,2,27,4,red,square,,Studerende,0,1,0,,1,0,no,,1555317223675,0,,,,0,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,28,4,yellow,circle,,Studerende,0,1,0,,0,0,no,,1555317226258,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,29,4,green,circle,,Studerende,0,1,0,,0,0,no,,1555317228859,1,,,,0,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,30,4,blue,triangle,,Studerende,0,1,0,,0,0,no,,1555317231442,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,31,4,darkorange,triangle,,Studerende,0,1,0,,0,0,no,,1555317234025,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,32,4,darkorange,star,,Studerende,0,1,0,,0,0,no,,1555317236609,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,33,4,red,circle,,Studerende,0,1,0,,0,0,no,,1555317239192,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,34,4,darkorange,square,,Studerende,0,1,0,,1,0,no,,1555317241787,1,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,35,4,yellow,square,,Studerende,0,1,0,,0,0,no,,1555317244358,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,36,4,darkorange,triangle,,Studerende,0,1,0,,1,0,no,,1555317246956,1,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,37,4,red,square,,Studerende,1,1,0,,0,0,no,,1555317249528,0,,,,1,1,,0,0
and,female,18,training_transfer,pretest,fc2,2,2,38,4,white,triangle,,Studerende,1,1,0,,0,0,no,,1555317252117,0,,,,1,1,,1,1
and,female,18,training_transfer,pretest,fc2,2,2,39,4,darkorange,triangle,,Studerende,0,1,0,,0,0,no,,1555317254695,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,40,4,white,square,,Studerende,0,1,0,,1,0,no,,1555317257278,0,,,,0,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,41,4,white,star,,Studerende,0,1,0,,0,0,no,,1555317259862,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,42,4,blue,square,,Studerende,1,1,0,,0,0,no,,1555317262444,0,,,,1,1,,0,0
and,female,18,training_transfer,pretest,fc2,2,2,43,4,white,triangle,,Studerende,0,1,0,,1,0,no,,1555317265043,0,,,,0,1,,0,1
and,female,18,training_transfer,pretest,fc2,2,2,44,4,white,triangle,,Studerende,0,1,0,,0,0,no,,1555317267629,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,45,4,blue,triangle,,Studerende,1,1,0,,0,0,no,,1555317270227,0,,,,1,1,,1,1
and,female,18,training_transfer,pretest,fc2,2,2,46,4,red,triangle,,Studerende,1,1,0,,0,0,no,,1555317272825,0,,,,1,1,,1,1
and,female,18,training_transfer,pretest,fc2,2,2,47,4,green,star,,Studerende,0,1,0,,0,0,no,,1555317275396,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,48,4,darkorange,triangle,,Studerende,1,1,0,,0,0,no,,1555317277989,0,,,,1,1,,1,1
and,female,18,training_transfer,pretest,fc2,2,2,49,4,darkorange,triangle,,Studerende,0,1,0,,0,0,no,,1555317280563,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,50,4,blue,star,,Studerende,0,1,0,,0,0,no,,1555317283146,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,51,4,yellow,triangle,,Studerende,1,1,0,,0,0,no,,1555317285730,0,,,,1,1,,0,0
and,female,18,training_transfer,pretest,fc2,2,2,52,4,green,square,,Studerende,0,1,0,,0,0,no,,1555317288313,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,53,4,dimgray,triangle,,Studerende,1,1,0,,0,0,no,,1555317290917,0,,,,1,1,,1,1
and,female,18,training_transfer,pretest,fc2,2,2,54,4,dimgray,star,,Studerende,0,1,0,,0,0,no,,1555317293497,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,55,4,blue,triangle,,Studerende,1,1,0,,0,0,no,,1555317296095,0,,,,1,1,,1,1
and,female,18,training_transfer,pretest,fc2,2,2,56,4,yellow,triangle,,Studerende,0,1,0,,0,0,no,,1555317298667,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,57,4,blue,star,,Studerende,0,1,0,,1,0,no,,1555317301233,0,,,,0,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,58,4,red,star,,Studerende,0,1,0,,0,0,no,,1555317303816,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,59,4,red,square,,Studerende,0,1,0,,0,0,no,,1555317306399,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,60,4,darkorange,circle,,Studerende,0,1,0,,0,0,no,,1555317308968,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,61,4,yellow,triangle,,Studerende,0,1,0,,0,0,no,,1555317311552,0,,,,1,1,,1,0
and,female,18,training_transfer,pretest,fc2,2,2,62,4,darkorange,circle,,Studerende,1,1,0,,1,0,no,,1555317314133,0,,,,0,1,,1,1
and,female,18,training_transfer,pretest,pcs1,3,1,1,5,white,circle,sounds/V.wav,Studerende,,0,1,0,0,1,no,0,1555317344519,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,2,5,dimgray,circle,sounds/E.wav,Studerende,,0,1,1,0,1,no,0,1555317348127,0,0,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,3,8,blue,circle,sounds/E.wav,Studerende,,0,1,0,0,1,no,1,1555317351738,0,1,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,4,0,dimgray,circle,sounds/E.wav,Studerende,,0,1,0,0,1,no,0,1555317355346,1,1,1,0,0,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,5,0,dimgray,circle,sounds/C.wav,Studerende,,0,1,1,1,1,no,0,1555317358968,1,0,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,6,0,dimgray,circle,sounds/G.wav,Studerende,,0,1,1,1,1,no,0,1555317362579,1,0,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,7,1,yellow,circle,sounds/G.wav,Studerende,,0,1,0,0,1,no,1,1555317366193,0,1,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,8,1,yellow,circle,sounds/E.wav,Studerende,,0,1,1,1,1,no,0,1555317369821,1,0,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,9,3,yellow,circle,sounds/V.wav,Studerende,,0,1,0,1,1,no,0,1555317373441,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,10,3,white,circle,sounds/V.wav,Studerende,,0,1,1,0,1,no,1,1555317377072,0,1,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,11,4,dimgray,circle,sounds/P.wav,Studerende,,0,1,0,0,1,no,0,1555317380674,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,12,1,dimgray,circle,sounds/D.wav,Studerende,,0,1,0,1,1,no,0,1555317384294,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,13,4,green,circle,sounds/D.wav,Studerende,,0,1,0,0,1,no,1,1555317387905,0,1,0,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,14,4,dimgray,circle,sounds/T.wav,Studerende,,0,1,1,0,1,no,0,1555317391515,1,0,1,1,0,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,15,6,green,circle,sounds/D.wav,Studerende,,0,1,0,0,1,no,0,1555317395109,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,16,8,white,circle,sounds/V.wav,Studerende,,0,1,0,0,1,no,0,1555317398711,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,17,6,white,circle,sounds/B.wav,Studerende,,0,1,0,1,1,no,0,1555317402334,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,18,0,red,circle,sounds/E.wav,Studerende,,0,1,0,0,1,no,0,1555317405927,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,19,5,dimgray,circle,sounds/G.wav,Studerende,,0,1,0,0,1,no,0,1555317409512,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,20,7,yellow,circle,sounds/P.wav,Studerende,,0,1,0,0,1,no,0,1555317413111,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,21,0,blue,circle,sounds/P.wav,Studerende,,0,1,0,0,1,no,1,1555317416731,0,1,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,22,4,green,circle,sounds/P.wav,Studerende,,0,1,0,0,1,no,1,1555317420347,0,1,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,23,4,yellow,circle,sounds/C.wav,Studerende,,0,1,1,0,1,no,0,1555317423958,0,0,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,24,8,blue,circle,sounds/C.wav,Studerende,,0,1,0,0,1,no,1,1555317427563,0,1,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,25,2,white,circle,sounds/G.wav,Studerende,,0,1,0,0,1,no,0,1555317431162,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,26,6,dimgray,circle,sounds/B.wav,Studerende,,0,1,0,0,1,no,0,1555317434765,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,27,1,blue,circle,sounds/B.wav,Studerende,,0,1,0,0,1,no,0,1555317438364,0,1,1,0,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,28,8,blue,circle,sounds/D.wav,Studerende,,0,1,0,1,1,no,0,1555317441975,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,29,5,darkorange,circle,sounds/T.wav,Studerende,,0,1,0,0,1,no,0,1555317445565,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,30,7,yellow,circle,sounds/E.wav,Studerende,,0,1,0,0,1,no,0,1555317449164,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,31,1,blue,circle,sounds/V.wav,Studerende,,0,1,0,0,1,no,0,1555317452767,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,32,2,yellow,circle,sounds/P.wav,Studerende,,0,1,0,0,1,no,0,1555317456389,1,0,1,1,0,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,33,6,white,circle,sounds/P.wav,Studerende,,0,1,0,0,1,no,1,1555317460002,0,1,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,34,6,green,circle,sounds/D.wav,Studerende,,0,1,1,0,1,no,0,1555317463599,0,0,0,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,35,6,dimgray,circle,sounds/C.wav,Studerende,,0,1,1,0,1,no,0,1555317467201,0,0,0,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,36,8,dimgray,circle,sounds/C.wav,Studerende,,0,1,0,1,1,no,0,1555317470812,1,1,1,0,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,37,7,darkorange,circle,sounds/G.wav,Studerende,,0,1,0,0,1,no,0,1555317474400,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,38,3,dimgray,circle,sounds/T.wav,Studerende,,0,1,0,0,1,no,0,1555317478002,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,39,3,yellow,circle,sounds/D.wav,Studerende,,0,1,1,0,1,no,0,1555317481610,0,0,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,40,5,blue,circle,sounds/V.wav,Studerende,,0,1,0,0,1,no,0,1555317485204,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,41,7,white,circle,sounds/V.wav,Studerende,,0,1,0,0,1,no,1,1555317488797,0,1,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,42,4,white,circle,sounds/D.wav,Studerende,,0,1,0,1,1,no,0,1555317492393,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,43,0,red,circle,sounds/T.wav,Studerende,,0,1,0,0,1,no,0,1555317495987,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,44,6,red,circle,sounds/E.wav,Studerende,,0,1,0,1,1,no,0,1555317499598,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,45,6,red,circle,sounds/V.wav,Studerende,,0,1,1,1,1,no,0,1555317503216,1,0,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,46,4,green,circle,sounds/T.wav,Studerende,,0,1,0,0,1,no,0,1555317506805,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,47,2,green,circle,sounds/D.wav,Studerende,,0,1,0,1,1,no,0,1555317510421,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,48,5,yellow,circle,sounds/D.wav,Studerende,,0,1,0,0,1,no,0,1555317514024,0,1,1,0,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,49,8,yellow,circle,sounds/B.wav,Studerende,,0,1,0,1,1,no,0,1555317517643,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,50,5,yellow,circle,sounds/T.wav,Studerende,,0,1,0,1,1,no,0,1555317521260,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,51,5,blue,circle,sounds/T.wav,Studerende,,0,1,1,0,1,no,1,1555317524868,0,1,0,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,52,7,yellow,circle,sounds/T.wav,Studerende,,0,1,0,0,1,no,1,1555317528484,1,1,1,1,0,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,53,2,red,circle,sounds/C.wav,Studerende,,0,1,0,0,1,no,0,1555317532075,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,54,4,red,circle,sounds/B.wav,Studerende,,0,1,0,1,1,no,0,1555317535695,1,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,55,1,dimgray,circle,sounds/D.wav,Studerende,,0,1,0,0,1,no,0,1555317539291,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,56,1,red,circle,sounds/P.wav,Studerende,,0,1,1,0,1,no,0,1555317542893,0,0,0,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,57,1,dimgray,circle,sounds/V.wav,Studerende,,0,1,1,0,1,no,0,1555317546507,0,0,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,58,2,green,circle,sounds/T.wav,Studerende,,0,1,0,0,1,no,0,1555317550095,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,59,6,darkorange,circle,sounds/G.wav,Studerende,,0,1,0,0,1,no,0,1555317553694,0,0,1,1,1,1,0,,
and,female,18,training_transfer,pretest,pcs1,3,1,60,6,green,circle,sounds/T.wav,Studerende,,0,1,1,0,1,no,0,1555317557302,0,0,1,1,1,1,1,,
and,female,18,training_transfer,pretest,pcs1,3,1,61,0,darkorange,circle,sounds/C.wav,Studerende,,0,1,0,0,1,no,0,1555317560913,1,0,1,1,0,1,0,,
and,female,18,training_transfer,pretest,fcs1,3,1,1,4,dimgray,star,sounds/G.wav,Studerende,0,1,1,,0,0,no,0,1555317576731,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,2,4,dimgray,star,sounds/C.wav,Studerende,1,1,1,,1,0,no,0,1555317580362,1,0,,1,1,1,,1,1
and,female,18,training_transfer,pretest,fcs1,3,1,3,4,dimgray,triangle,sounds/C.wav,Studerende,0,1,1,,1,0,no,0,1555317583982,1,1,,0,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,4,4,red,triangle,sounds/B.wav,Studerende,1,1,1,,0,0,no,0,1555317587593,1,0,,1,0,1,,0,0
and,female,18,training_transfer,pretest,fcs1,3,1,5,4,red,triangle,sounds/G.wav,Studerende,1,1,1,,1,0,no,0,1555317591188,0,0,,1,0,1,,1,1
and,female,18,training_transfer,pretest,fcs1,3,1,6,4,blue,square,sounds/G.wav,Studerende,0,1,1,,0,0,no,1,1555317594800,0,1,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,7,4,green,square,sounds/G.wav,Studerende,1,1,1,,0,0,no,1,1555317598419,0,1,,1,1,1,,0,0
and,female,18,training_transfer,pretest,fcs1,3,1,8,4,white,star,sounds/P.wav,Studerende,0,1,1,,0,0,no,0,1555317602016,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,9,4,white,star,sounds/B.wav,Studerende,1,1,1,,1,0,no,0,1555317605649,1,0,,1,1,1,,1,1
and,female,18,training_transfer,pretest,fcs1,3,1,10,4,darkorange,star,sounds/V.wav,Studerende,1,1,1,,0,0,no,0,1555317609258,0,0,,1,1,1,,1,1
and,female,18,training_transfer,pretest,fcs1,3,1,11,4,dimgray,circle,sounds/P.wav,Studerende,0,1,1,,0,0,no,0,1555317612851,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,12,4,darkorange,circle,sounds/C.wav,Studerende,1,1,1,,0,0,no,0,1555317616474,0,0,,1,1,1,,1,1
and,female,18,training_transfer,pretest,fcs1,3,1,13,4,green,star,sounds/T.wav,Studerende,0,1,1,,0,0,no,1,1555317620079,0,0,,0,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,14,4,white,circle,sounds/V.wav,Studerende,0,1,1,,0,0,no,0,1555317623669,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,15,4,white,circle,sounds/P.wav,Studerende,1,1,1,,1,0,no,0,1555317627289,1,0,,1,1,1,,1,1
and,female,18,training_transfer,pretest,fcs1,3,1,16,4,dimgray,square,sounds/G.wav,Studerende,0,1,1,,0,0,no,0,1555317630886,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,17,4,yellow,triangle,sounds/V.wav,Studerende,0,1,1,,0,0,no,0,1555317634487,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,18,4,green,star,sounds/G.wav,Studerende,0,1,1,,0,0,no,0,1555317638087,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,19,4,blue,square,sounds/E.wav,Studerende,0,1,1,,0,0,no,0,1555317641686,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,20,4,yellow,circle,sounds/E.wav,Studerende,0,1,1,,0,0,no,0,1555317645288,0,1,,0,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,21,4,blue,triangle,sounds/T.wav,Studerende,0,1,1,,0,0,no,0,1555317648872,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,22,4,dimgray,circle,sounds/T.wav,Studerende,0,1,1,,0,0,no,1,1555317652481,0,1,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,23,4,green,triangle,sounds/P.wav,Studerende,0,1,1,,0,0,no,0,1555317656070,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,24,4,green,star,sounds/B.wav,Studerende,0,1,1,,1,0,no,0,1555317659676,1,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,25,4,white,square,sounds/B.wav,Studerende,0,1,1,,0,0,no,0,1555317663273,0,1,,0,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,26,4,yellow,star,sounds/T.wav,Studerende,0,1,1,,0,0,no,0,1555317666875,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,27,4,blue,star,sounds/V.wav,Studerende,1,1,1,,0,0,no,0,1555317670465,0,0,,1,1,1,,1,1
and,female,18,training_transfer,pretest,fcs1,3,1,28,4,blue,triangle,sounds/D.wav,Studerende,0,1,1,,1,0,no,0,1555317674079,1,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,29,4,white,triangle,sounds/D.wav,Studerende,1,1,1,,0,0,no,1,1555317677696,0,1,,1,1,1,,0,0
and,female,18,training_transfer,pretest,fcs1,3,1,30,4,white,square,sounds/D.wav,Studerende,0,1,1,,1,0,no,0,1555317681295,1,1,,0,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,31,4,darkorange,triangle,sounds/P.wav,Studerende,0,1,1,,0,0,no,0,1555317684889,0,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,32,4,blue,triangle,sounds/P.wav,Studerende,1,1,1,,0,0,no,1,1555317688494,0,1,,1,1,1,,1,1
and,female,18,training_transfer,pretest,fcs1,3,1,33,4,darkorange,square,sounds/D.wav,Studerende,0,1,1,,0,0,no,0,1555317692110,1,0,,1,0,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,34,4,yellow,star,sounds/B.wav,Studerende,0,1,1,,0,0,no,0,1555317695721,0,0,,1,1,1,,0,1
and,female,18,training_transfer,pretest,fcs1,3,1,35,4,yellow,star,sounds/G.wav,Studerende,1,1,1,,1,0,no,0,1555317699326,0,0,,1,0,1,,1,1
and,female,18,training_transfer,pretest,fcs1,3,1,36,4,yellow,triangle,sounds/T.wav,Studerende,0,1,1,,1,0,no,0,1555317702936,1,0,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,37,4,darkorange,circle,sounds/T.wav,Studerende,0,1,1,,0,0,no,1,1555317706542,0,1,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,38,4,yellow,star,sounds/T.wav,Studerende,0,1,1,,0,0,no,1,1555317710156,0,1,,1,1,1,,1,0
and,female,18,training_transfer,pretest,fcs1,3,1,39,4,white,circle,sounds/G.wav,Studerende,0,1,1,,0,0,no,0,1555317713764,0,0,,1,1,1,,0,1
and,female,18,training_transfer,pretest,fcs1,3,1,40,4,dimgray,star,sounds/C.wav,Studerende,0,1,1,,0,0,no,0,1555317717363,0,0,,1,1,1,,1,0
