id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_tested,color_tested,sound_target,simulate,position_response,figure_score,occupation,sound_tested,color_response,color_score,timestamp,figure_target,position_target,sound_score,figure_tested,position_score,figure_response,color_target,sound_response
odder,female,26,training_transfer,pretest,pc2,2,2,54,8,darkorange,circle,,1,1,,no,0,,Studerende,0,0,0,1555351400032,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,55,2,darkorange,circle,,1,1,,no,0,,Studerende,0,1,0,1555351402621,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,56,2,yellow,circle,,1,1,,no,0,,Studerende,0,0,1,1555351405202,,0,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,57,6,darkorange,circle,,1,1,,no,0,,Studerende,0,0,0,1555351407767,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,58,2,white,circle,,1,1,,no,1,,Studerende,0,0,1,1555351410348,,1,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,59,6,blue,circle,,1,1,,no,1,,Studerende,0,0,1,1555351412940,,1,,0,1,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,60,1,white,circle,,1,1,,no,0,,Studerende,0,0,0,1555351415506,,0,,0,1,,1,
odder,female,26,training_transfer,pretest,pc2,2,2,61,6,dimgray,circle,,1,1,,no,0,,Studerende,0,0,1,1555351418072,,1,,0,0,,0,
odder,female,26,training_transfer,pretest,pc2,2,2,62,1,green,circle,,1,1,,no,0,,Studerende,0,0,1,1555351420658,,1,,0,0,,0,
odder,female,26,training_transfer,pretest,fc2,2,2,1,4,blue,triangle,,0,1,,no,,1,Studerende,0,0,1,1555351432047,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,2,4,yellow,square,,0,1,,no,,1,Studerende,0,0,1,1555351434613,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,3,4,red,triangle,,0,1,,no,,1,Studerende,0,0,1,1555351437196,1,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,4,4,red,triangle,,0,1,,no,,1,Studerende,0,0,1,1555351439768,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,5,4,darkorange,square,,0,1,,no,,1,Studerende,0,1,0,1555351442385,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,6,4,white,circle,,0,1,,no,,1,Studerende,0,0,1,1555351444952,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,7,4,white,circle,,0,1,,no,,1,Studerende,0,0,1,1555351447524,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,8,4,blue,circle,,0,1,,no,,1,Studerende,0,1,0,1555351450118,1,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,9,4,dimgray,star,,0,1,,no,,1,Studerende,0,0,1,1555351452690,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,10,4,green,square,,0,1,,no,,1,Studerende,0,0,1,1555351455259,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,11,4,red,circle,,0,1,,no,,0,Studerende,0,0,1,1555351457842,0,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,12,4,yellow,circle,,0,1,,no,,1,Studerende,0,0,1,1555351460411,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,13,4,red,triangle,,0,1,,no,,1,Studerende,0,0,0,1555351462979,0,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,14,4,white,square,,0,1,,no,,1,Studerende,0,1,0,1555351465562,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,15,4,red,square,,0,1,,no,,1,Studerende,0,0,0,1555351468131,0,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,16,4,white,circle,,0,1,,no,,1,Studerende,0,0,0,1555351470701,0,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,17,4,white,triangle,,0,1,,no,,1,Studerende,0,1,0,1555351473296,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,18,4,white,square,,0,1,,no,,1,Studerende,0,1,1,1555351475888,0,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,19,4,darkorange,square,,0,1,,no,,1,Studerende,0,0,1,1555351478453,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,20,4,yellow,star,,0,1,,no,,1,Studerende,0,0,1,1555351481022,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,21,4,darkorange,triangle,,0,1,,no,,1,Studerende,0,1,1,1555351483632,0,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,22,4,blue,triangle,,0,1,,no,,1,Studerende,0,0,1,1555351486209,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,23,4,blue,triangle,,0,1,,no,,0,Studerende,0,0,1,1555351488775,1,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,24,4,white,square,,0,1,,no,,1,Studerende,0,0,1,1555351491344,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,25,4,blue,star,,0,1,,no,,0,Studerende,0,1,1,1555351493956,0,,,1,,1,1,
odder,female,26,training_transfer,pretest,fc2,2,2,26,4,white,square,,0,1,,no,,0,Studerende,0,0,0,1555351496545,1,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,27,4,white,triangle,,0,1,,no,,1,Studerende,0,1,0,1555351499134,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,28,4,white,square,,0,1,,no,,0,Studerende,0,1,1,1555351501735,1,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,29,4,red,triangle,,0,1,,no,,0,Studerende,0,0,1,1555351504318,1,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,30,4,white,star,,0,1,,no,,1,Studerende,0,0,0,1555351506884,0,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,31,4,darkorange,triangle,,0,1,,no,,1,Studerende,0,0,1,1555351509468,1,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,32,4,blue,star,,0,1,,no,,0,Studerende,0,1,0,1555351512062,1,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,33,4,white,star,,0,1,,no,,1,Studerende,0,0,1,1555351514637,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,34,4,dimgray,circle,,0,1,,no,,1,Studerende,0,0,1,1555351517208,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,35,4,green,star,,0,1,,no,,1,Studerende,0,0,1,1555351519795,1,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,36,4,dimgray,triangle,,0,1,,no,,1,Studerende,0,0,0,1555351522375,0,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,37,4,red,triangle,,0,1,,no,,1,Studerende,0,0,1,1555351524944,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,38,4,yellow,triangle,,0,1,,no,,1,Studerende,0,0,1,1555351527533,1,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,39,4,blue,circle,,0,1,,no,,1,Studerende,0,0,1,1555351530114,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,40,4,yellow,triangle,,0,1,,no,,0,Studerende,0,0,0,1555351532682,1,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,41,4,green,star,,0,1,,no,,1,Studerende,0,0,1,1555351535251,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,42,4,blue,circle,,0,1,,no,,1,Studerende,0,0,1,1555351537834,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,43,4,darkorange,triangle,,0,1,,no,,0,Studerende,0,0,1,1555351540415,0,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,44,4,blue,square,,0,1,,no,,1,Studerende,0,0,0,1555351542987,0,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,45,4,dimgray,star,,0,1,,no,,1,Studerende,0,0,1,1555351545555,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,46,4,green,star,,0,1,,no,,0,Studerende,0,0,1,1555351548139,0,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,47,4,red,star,,0,1,,no,,1,Studerende,0,0,1,1555351550734,1,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,48,4,darkorange,circle,,0,1,,no,,1,Studerende,0,0,1,1555351553308,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,49,4,red,triangle,,0,1,,no,,1,Studerende,0,0,0,1555351555877,0,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,50,4,yellow,square,,0,1,,no,,1,Studerende,0,0,1,1555351558446,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,51,4,dimgray,triangle,,0,1,,no,,0,Studerende,0,0,1,1555351561029,1,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,52,4,blue,triangle,,0,1,,no,,0,Studerende,0,0,1,1555351563603,0,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,53,4,blue,circle,,0,1,,no,,1,Studerende,0,0,1,1555351566181,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,54,4,green,star,,0,1,,no,,1,Studerende,0,0,1,1555351568750,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,55,4,red,star,,0,1,,no,,0,Studerende,0,0,1,1555351571327,0,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,56,4,darkorange,square,,0,1,,no,,1,Studerende,0,0,1,1555351573902,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,57,4,red,star,,0,1,,no,,0,Studerende,0,0,0,1555351576471,1,,,1,,0,1,
odder,female,26,training_transfer,pretest,fc2,2,2,58,4,blue,circle,,0,1,,no,,1,Studerende,0,0,1,1555351579040,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,59,4,green,star,,0,1,,no,,0,Studerende,0,0,1,1555351581605,1,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,60,4,white,star,,0,1,,no,,0,Studerende,0,0,1,1555351584200,0,,,1,,1,0,
odder,female,26,training_transfer,pretest,fc2,2,2,61,4,white,circle,,0,1,,no,,1,Studerende,0,0,1,1555351586775,0,,,1,,0,0,
odder,female,26,training_transfer,pretest,fc2,2,2,62,4,white,triangle,,0,1,,no,,0,Studerende,0,1,1,1555351589376,0,,,1,,1,1,
odder,female,26,training_transfer,pretest,pcs1,3,1,1,6,darkorange,circle,sounds/B.wav,1,1,0,no,0,,Studerende,1,0,1,1555351602011,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,2,4,dimgray,circle,sounds/E.wav,1,1,0,no,0,,Studerende,1,0,1,1555351605596,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,3,5,white,circle,sounds/D.wav,1,1,0,no,0,,Studerende,1,0,1,1555351609183,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,4,5,white,circle,sounds/D.wav,1,1,1,no,0,,Studerende,1,0,0,1555351612788,,1,1,0,0,,1,1
odder,female,26,training_transfer,pretest,pcs1,3,1,5,7,yellow,circle,sounds/V.wav,1,1,0,no,0,,Studerende,1,0,1,1555351616370,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,6,0,yellow,circle,sounds/P.wav,1,1,0,no,0,,Studerende,1,1,1,1555351619966,,0,1,0,1,,1,0
odder,female,26,training_transfer,pretest,pcs1,3,1,7,7,red,circle,sounds/E.wav,1,1,0,no,0,,Studerende,1,0,1,1555351623554,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,8,6,yellow,circle,sounds/G.wav,1,1,0,no,0,,Studerende,1,1,0,1555351627159,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,9,0,green,circle,sounds/E.wav,1,1,0,no,0,,Studerende,1,0,1,1555351630747,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,10,0,green,circle,sounds/V.wav,1,1,0,no,1,,Studerende,1,1,1,1555351634372,,1,1,0,1,,1,0
odder,female,26,training_transfer,pretest,pcs1,3,1,11,6,white,circle,sounds/V.wav,1,1,1,no,0,,Studerende,1,0,1,1555351637962,,0,0,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,12,4,white,circle,sounds/V.wav,1,1,1,no,0,,Studerende,1,1,1,1555351641555,,0,0,0,1,,1,0
odder,female,26,training_transfer,pretest,pcs1,3,1,13,7,blue,circle,sounds/T.wav,1,1,0,no,0,,Studerende,1,0,1,1555351645149,,0,0,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,14,0,green,circle,sounds/V.wav,1,1,0,no,0,,Studerende,1,0,1,1555351648737,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,15,4,white,circle,sounds/V.wav,1,1,1,no,0,,Studerende,1,0,1,1555351652348,,0,1,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,16,1,blue,circle,sounds/P.wav,1,1,0,no,0,,Studerende,1,0,1,1555351655941,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,17,1,blue,circle,sounds/P.wav,1,1,1,no,1,,Studerende,1,1,1,1555351659569,,1,1,0,1,,1,1
odder,female,26,training_transfer,pretest,pcs1,3,1,18,3,yellow,circle,sounds/D.wav,1,1,0,no,0,,Studerende,1,0,1,1555351663158,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,19,5,yellow,circle,sounds/D.wav,1,1,1,no,0,,Studerende,1,1,1,1555351666781,,0,1,0,1,,1,1
odder,female,26,training_transfer,pretest,pcs1,3,1,20,0,red,circle,sounds/P.wav,1,1,0,no,0,,Studerende,1,0,1,1555351670367,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,21,8,green,circle,sounds/T.wav,1,1,0,no,0,,Studerende,1,0,1,1555351673952,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,22,3,blue,circle,sounds/D.wav,1,1,0,no,0,,Studerende,1,0,1,1555351677541,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,23,3,blue,circle,sounds/E.wav,1,1,0,no,1,,Studerende,1,1,1,1555351681074,,1,1,0,1,,1,0
odder,female,26,training_transfer,pretest,pcs1,3,1,24,3,dimgray,circle,sounds/C.wav,1,1,0,no,0,,Studerende,1,0,1,1555351684659,,1,1,0,0,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,25,6,yellow,circle,sounds/E.wav,1,1,0,no,0,,Studerende,1,0,1,1555351688244,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,26,7,darkorange,circle,sounds/E.wav,1,1,1,no,0,,Studerende,1,0,1,1555351691855,,0,1,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,27,5,white,circle,sounds/B.wav,1,1,0,no,0,,Studerende,1,0,1,1555351695451,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,28,5,darkorange,circle,sounds/G.wav,1,1,0,no,0,,Studerende,1,1,0,1555351699059,,1,1,0,0,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,29,6,dimgray,circle,sounds/G.wav,1,1,1,no,0,,Studerende,1,0,1,1555351702679,,0,1,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,30,8,red,circle,sounds/V.wav,1,1,0,no,0,,Studerende,1,0,1,1555351706267,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,31,7,white,circle,sounds/C.wav,1,1,0,no,0,,Studerende,1,0,1,1555351709854,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,32,7,red,circle,sounds/T.wav,1,1,0,no,0,,Studerende,1,0,1,1555351713442,,1,1,0,0,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,33,6,green,circle,sounds/G.wav,1,1,0,no,0,,Studerende,1,0,1,1555351717027,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,34,1,darkorange,circle,sounds/D.wav,1,1,0,no,0,,Studerende,1,0,1,1555351720617,,0,0,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,35,1,yellow,circle,sounds/B.wav,1,1,0,no,1,,Studerende,1,0,1,1555351724222,,1,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,36,4,yellow,circle,sounds/T.wav,1,1,0,no,0,,Studerende,1,1,1,1555351727842,,0,1,0,1,,1,0
odder,female,26,training_transfer,pretest,pcs1,3,1,37,6,blue,circle,sounds/V.wav,1,1,0,no,0,,Studerende,1,0,1,1555351731435,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,38,6,blue,circle,sounds/V.wav,1,1,1,no,1,,Studerende,1,0,0,1555351735060,,1,1,0,1,,1,1
odder,female,26,training_transfer,pretest,pcs1,3,1,39,6,blue,circle,sounds/E.wav,1,1,0,no,1,,Studerende,1,0,0,1555351738677,,1,1,0,1,,1,0
odder,female,26,training_transfer,pretest,pcs1,3,1,40,5,red,circle,sounds/V.wav,1,1,0,no,0,,Studerende,1,0,1,1555351742273,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,41,4,darkorange,circle,sounds/B.wav,1,1,0,no,0,,Studerende,1,0,1,1555351745861,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,42,2,darkorange,circle,sounds/D.wav,1,1,0,no,0,,Studerende,1,0,0,1555351749454,,0,0,0,1,,1,1
odder,female,26,training_transfer,pretest,pcs1,3,1,43,0,blue,circle,sounds/G.wav,1,1,0,no,0,,Studerende,1,0,1,1555351753068,,0,0,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,44,5,blue,circle,sounds/B.wav,1,1,0,no,0,,Studerende,1,1,1,1555351756656,,0,1,0,1,,1,0
odder,female,26,training_transfer,pretest,pcs1,3,1,45,5,red,circle,sounds/G.wav,1,1,0,no,1,,Studerende,1,1,0,1555351760197,,1,0,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,46,4,darkorange,circle,sounds/G.wav,1,1,1,no,0,,Studerende,1,0,1,1555351763796,,0,1,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,47,2,darkorange,circle,sounds/G.wav,1,1,1,no,0,,Studerende,1,0,0,1555351767395,,0,1,0,1,,1,1
odder,female,26,training_transfer,pretest,pcs1,3,1,48,7,green,circle,sounds/V.wav,1,1,0,no,0,,Studerende,1,0,1,1555351770986,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,49,3,darkorange,circle,sounds/B.wav,1,1,0,no,0,,Studerende,1,0,1,1555351774570,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,50,1,green,circle,sounds/E.wav,1,1,0,no,0,,Studerende,1,0,1,1555351778158,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,51,0,darkorange,circle,sounds/V.wav,1,1,0,no,0,,Studerende,1,0,1,1555351781743,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,52,6,red,circle,sounds/B.wav,1,1,0,no,0,,Studerende,1,0,1,1555351785328,,0,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,53,5,white,circle,sounds/B.wav,1,1,1,no,0,,Studerende,1,0,1,1555351788921,,0,1,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,54,1,darkorange,circle,sounds/B.wav,1,1,1,no,0,,Studerende,1,0,1,1555351792543,,0,1,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,55,1,white,circle,sounds/V.wav,1,1,0,no,1,,Studerende,1,0,1,1555351796157,,1,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,56,6,red,circle,sounds/V.wav,1,1,1,no,0,,Studerende,1,0,1,1555351799759,,0,1,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,57,6,dimgray,circle,sounds/T.wav,1,1,0,no,1,,Studerende,1,0,1,1555351803376,,1,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,58,6,yellow,circle,sounds/D.wav,1,1,0,no,1,,Studerende,1,0,1,1555351806966,,1,1,0,1,,0,0
odder,female,26,training_transfer,pretest,pcs1,3,1,59,4,green,circle,sounds/D.wav,1,1,1,no,0,,Studerende,1,0,1,1555351810580,,0,1,0,1,,0,1
odder,female,26,training_transfer,pretest,pcs1,3,1,60,0,green,circle,sounds/E.wav,1,1,0,no,0,,Studerende,1,1,1,1555351814176,,0,1,0,1,,1,0
odder,female,26,training_transfer,pretest,pcs1,3,1,61,0,green,circle,sounds/T.wav,1,1,0,no,1,,Studerende,1,1,1,1555351817796,,1,1,0,1,,1,0
odder,female,26,training_transfer,pretest,fcs1,3,1,1,4,red,star,sounds/T.wav,0,1,0,no,,1,Studerende,1,0,1,1555351834889,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,2,4,yellow,circle,sounds/C.wav,0,1,0,no,,1,Studerende,1,0,1,1555351838472,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,3,4,white,star,sounds/D.wav,0,1,0,no,,1,Studerende,1,0,1,1555351842058,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,4,4,dimgray,square,sounds/E.wav,0,1,0,no,,1,Studerende,1,0,1,1555351845642,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,5,4,dimgray,star,sounds/E.wav,0,1,1,no,,1,Studerende,1,1,1,1555351849176,0,,1,1,,0,1,1
odder,female,26,training_transfer,pretest,fcs1,3,1,6,4,darkorange,star,sounds/E.wav,0,1,1,no,,1,Studerende,1,0,1,1555351852795,1,,1,1,,1,0,1
odder,female,26,training_transfer,pretest,fcs1,3,1,7,4,red,triangle,sounds/T.wav,0,1,0,no,,1,Studerende,1,0,1,1555351856383,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,8,4,white,circle,sounds/V.wav,0,1,0,no,,1,Studerende,1,0,1,1555351859967,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,9,4,dimgray,circle,sounds/P.wav,0,1,0,no,,0,Studerende,1,0,1,1555351863552,1,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,10,4,green,square,sounds/G.wav,0,1,0,no,,1,Studerende,1,0,1,1555351867137,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,11,4,dimgray,star,sounds/G.wav,0,1,1,no,,1,Studerende,1,0,1,1555351870747,0,,1,1,,0,0,1
odder,female,26,training_transfer,pretest,fcs1,3,1,12,4,white,circle,sounds/C.wav,0,1,0,no,,1,Studerende,1,0,1,1555351874341,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,13,4,white,triangle,sounds/C.wav,0,1,1,no,,1,Studerende,1,1,1,1555351877952,0,,0,1,,0,1,0
odder,female,26,training_transfer,pretest,fcs1,3,1,14,4,red,square,sounds/V.wav,0,1,0,no,,1,Studerende,1,0,1,1555351881545,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,15,4,dimgray,square,sounds/P.wav,0,1,0,no,,1,Studerende,1,0,1,1555351885173,1,,1,1,,1,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,16,4,dimgray,star,sounds/T.wav,0,1,0,no,,1,Studerende,1,1,1,1555351888784,0,,1,1,,0,1,0
odder,female,26,training_transfer,pretest,fcs1,3,1,17,4,dimgray,circle,sounds/G.wav,0,1,0,no,,1,Studerende,1,1,1,1555351892378,0,,1,1,,0,1,0
odder,female,26,training_transfer,pretest,fcs1,3,1,18,4,red,star,sounds/C.wav,0,1,0,no,,1,Studerende,1,0,1,1555351895970,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,19,4,red,star,sounds/P.wav,0,1,0,no,,1,Studerende,1,1,1,1555351899524,1,,0,1,,1,1,1
odder,female,26,training_transfer,pretest,fcs1,3,1,20,4,red,square,sounds/T.wav,0,1,0,no,,1,Studerende,1,0,0,1555351903106,0,,1,1,,0,1,0
odder,female,26,training_transfer,pretest,fcs1,3,1,21,4,white,circle,sounds/T.wav,0,1,1,no,,1,Studerende,1,0,1,1555351906716,0,,1,1,,0,0,1
odder,female,26,training_transfer,pretest,fcs1,3,1,22,4,red,star,sounds/T.wav,0,1,1,no,,1,Studerende,1,0,1,1555351910310,0,,0,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,23,4,white,circle,sounds/C.wav,0,1,0,no,,1,Studerende,1,0,1,1555351913912,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,24,4,darkorange,circle,sounds/G.wav,0,1,0,no,,1,Studerende,1,0,1,1555351917519,1,,1,1,,1,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,25,4,blue,circle,sounds/D.wav,0,1,0,no,,1,Studerende,1,0,1,1555351921134,1,,1,1,,1,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,26,4,blue,star,sounds/E.wav,0,1,0,no,,1,Studerende,1,1,1,1555351924739,0,,1,1,,0,1,0
odder,female,26,training_transfer,pretest,fcs1,3,1,27,4,blue,star,sounds/G.wav,0,1,0,no,,1,Studerende,1,1,1,1555351928378,1,,0,1,,1,1,1
odder,female,26,training_transfer,pretest,fcs1,3,1,28,4,red,triangle,sounds/G.wav,0,1,1,no,,1,Studerende,1,0,1,1555351931995,0,,1,1,,0,0,1
odder,female,26,training_transfer,pretest,fcs1,3,1,29,4,yellow,square,sounds/E.wav,0,1,0,no,,1,Studerende,1,0,1,1555351935591,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,30,4,red,circle,sounds/C.wav,0,1,0,no,,1,Studerende,1,0,1,1555351939176,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,31,4,green,star,sounds/V.wav,0,1,0,no,,1,Studerende,1,0,1,1555351942761,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,32,4,green,circle,sounds/V.wav,0,1,1,no,,1,Studerende,1,1,1,1555351946383,0,,1,1,,0,1,1
odder,female,26,training_transfer,pretest,fcs1,3,1,33,4,blue,star,sounds/T.wav,0,1,0,no,,1,Studerende,1,0,1,1555351949979,0,,1,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,34,4,blue,star,sounds/B.wav,0,1,0,no,,1,Studerende,1,1,1,1555351953593,1,,1,1,,1,1,0
odder,female,26,training_transfer,pretest,fcs1,3,1,35,4,yellow,triangle,sounds/B.wav,0,1,1,no,,1,Studerende,1,0,1,1555351957184,0,,0,1,,0,0,0
odder,female,26,training_transfer,pretest,fcs1,3,1,36,4,green,triangle,sounds/B.wav,0,1,1,no,,1,Studerende,1,0,1,1555351960800,1,,1,1,,1,0,1
odder,female,26,training_transfer,pretest,fcs1,3,1,37,4,green,star,sounds/P.wav,0,1,0,no,,1,Studerende,1,0,0,1555351964388,0,,1,1,,0,1,0
